business_name,street_address,city,state,zip,phone,website,google_rating,review_count,hours_monday,hours_tuesday,hours_wednesday,hours_thursday,hours_friday,hours_saturday,hours_sunday,latitude,longitude
LOUD Runners,,,,,1 813-421-3283,,5,7,"[""Closed""]","[""Closed""]","[""Closed""]","[""Closed""]","[""Closed""]","[""6-8AM""]","[""6-8AM""]",46.423669,-129.9427086
Girls On the Run Northeast Florida,3986 Boulevard Center Dr #102,Jacksonville,FL,32207,1 904-619-6763,,4.5,16,,,,,,,,30.3002774,-81.6194946
The Villages Running Club,,,,,,,,,"[""6:30-7:30AM""]","[""7-9AM""]","[""Closed""]","[""7-9AM""]","[""7-9AM""]","[""Closed""]","[""7-9AM""]",28.9018365,-81.996888
Southeast Track Club,,,,,1 941-724-2013,,5,13,"[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]",46.423669,-129.9427086
Track Shack,1104 N Mills Ave,Orlando,FL,32803,1 407-898-1313,,4.8,970,"[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-5PM""]","[""Closed""]",28.5606366,-81.3647232
Hillsborough Harriers,5354 Northdale Blvd,Tampa,FL,33624,1 813-841-9985,,,,"[""Closed""]","[""6-8PM""]","[""Closed""]","[""6-8PM""]","[""Closed""]","[""7-9AM""]","[""Closed""]",28.111628,-82.514324
Spanish Girls Run,336 E New York Ave STE 3411,DeLand,FL,32724,1 321-283-6794,,5,6,"[""6-7:30PM""]","[""Closed""]","[""6-7:30PM""]","[""Closed""]","[""Closed""]","[""Closed""]","[""Closed""]",29.0269153,-81.2976823
Atlanta Track Club,201 Armour Dr NE,Atlanta,GA,30324,1 404-231-9064,,4.3,148,"[""Closed""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""Closed""]","[""Closed""]",33.810102,-84.3814972
Track Georgia,741 Connally St SE,Atlanta,GA,30315,1 404-441-4416,,4.5,68,"[""6:30-8AM"",""7-9PM""]","[""6:30-8AM"",""7-9PM""]","[""6:30-8AM"",""7-9PM""]","[""6:30-8AM"",""7-9PM""]","[""6:30-8AM"",""7-9PM""]","[""6AM-9PM""]","[""6AM-9PM""]",33.7335208,-84.3816961
Duluth Run Club,3579 Hill St NW,Duluth,GA,30096,,,5,1,"[""Closed""]","[""Closed""]","[""Closed""]","[""Closed""]","[""6-8AM""]","[""Closed""]","[""Closed""]",34.0031356,-84.1456586
Slow Pour Run Club,131 Eaton St,Lawrenceville,GA,30046,,,5,1,"[""Closed""]","[""Closed""]","[""6-10PM""]","[""Closed""]","[""Closed""]","[""Closed""]","[""Closed""]",33.9606964,-83.9884783
Girls on the Run Georgia,1904 Monroe Dr NE #135,Atlanta,GA,30324,1 404-478-6558,,4.3,6,"[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""Closed""]","[""Closed""]",33.8073643,-84.3769217
Macon Tracks Running Club,,,,,1 478-718-0316,,,,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",32.7426085,-83.714582
Total Kid Run Club LLC,,,,,1 404-491-1937,,5,13,"[""9AM-7PM""]","[""9AM-7PM""]","[""9AM-7PM""]","[""9AM-7PM""]","[""Closed""]","[""Closed""]","[""Closed""]",46.423669,-129.9427086
Runners Fit Race Works,7419 Spout Springs Rd #103,Flowery Branch,GA,30542,1 770-561-1050,,5,8,,,,,,,,34.1080576,-83.8725069
Hayesville Running Club,1407 Chatuge Dam Rd,Hayesville,NC,28904,,,5,8,"[""Closed""]","[""Closed""]","[""5:30-6:30PM""]","[""Closed""]","[""Closed""]","[""Closed""]","[""Closed""]",35.0200046,-83.7859658
Anniston Runners Club,26 W 10th St,Anniston,AL,36201,,,,,,,,,,,,33.6568023,-85.8310242
Charleston Running Club,472 Meeting St Ste C #138,Charleston,SC,29403,1 843-697-1613,,4.5,2,,,,,,,,32.79521,-79.9396029
Striders Track Club,,,,,1 678-622-9022,,5,6,"[""7AM-8PM""]","[""7AM-8PM""]","[""7AM-8PM""]","[""7AM-8PM""]","[""7AM-8PM""]","[""7AM-8PM""]","[""7AM-8PM""]",33.731282,-84.3278885
South Metro Running Club,,,,,1 657-782-2005,,,,,,,,,,,33.731282,-84.3278885
Twin - City Run Club,672 W Church St,Batesburg-Leesville,SC,29006,1 803-727-7196,,,,,,,,,,,33.9035847,-81.5588323
Runinlab- Personal Training | Kids Running Coach,3690 Burnette Park Dr C,Suwanee,GA,30024,1 470-406-2044,,5,10,"[""5AM-11PM""]","[""5AM-11PM""]","[""5AM-11PM""]","[""5AM-11PM""]","[""5AM-11PM""]","[""5AM-11PM""]","[""Closed""]",34.0393943,-84.0798724
Metro Area Running Club,,,,,,,,,,,,,,,,33.851383,-84.5153595
Spartan Track Club Hawaii,,,,,,,5,1,"[""3-6PM""]","[""3-6PM""]","[""3-6PM""]","[""3-6PM""]","[""3-6PM""]","[""8AM-5PM""]","[""2-6PM""]",23.6913614,-166.5937802
Hawaii,,US,HI,,,,,,,,,,,,,19.8986819,-155.6658568
Big Island Road Runners,1381 POB Coconut Island,Hilo,HI,96720,,,5,1,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",19.727298,-155.0678354
Runners Route,1322 Kapiolani Blvd,Honolulu,HI,96814,1 808-941-3111,,4.6,180,"[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-6PM""]",21.2945518,-157.8452658
Oahu Running Company,6600 Kalanianaʻole Hwy,Honolulu,HI,96825,1 808-633-8489,,5,4,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Closed""]",21.283285,-157.714329
Spartan Track Club Hawaii,,Honolulu,HI,,,https://www.spartantrackclubhawaii.org,,,,,,,,,,,21.3069,-157.8583
North Idaho Blaze Track and Field Club,,,,,,,5,1,,,,,,,,47.7018045,-116.792177
University of Idaho Track and field,PXGH+JR,Moscow,ID,83843,,,,,,,,,,,,46.726562,-117.0203798
Boise Run Walk,9119 W Austin St,Garden City,ID,83714,1 208-639-0205,,1,1,,,,,,,,43.6555835,-116.2957472
Illinois Flames Track Club,32 E 34th St,Steger,IL,60475,1 708-248-5926,,5,1,,,,,,,,41.4697114,-87.6340334
North Central College Track Club,455 S Brainard St,Naperville,IL,60540,,,5,5,,,,,,,,41.770164,-88.1459153
Lakeview Run Club,"Nettelhorst School, 3252 N Broadway",Chicago,IL,60657,,,5,56,"[""Closed""]","[""6:25-8:30PM""]","[""Closed""]","[""Closed""]","[""Closed""]","[""9:55AM-12PM""]","[""Closed""]",41.941309,-87.6446467
Alpine Runners,830 IL-22,Lake Zurich,IL,60047,1 847-648-8843,,,,,,,,,,,42.1908564,-88.1104987
Indiana Express Elite Track & Field Club,12641 Bearsdale Dr,Indianapolis,IN,46235,,,,,,,,,,,,39.8740411,-85.9404913
Carmel Runners Club,4335 W 106th St UNIT 700,Carmel,IN,46032,,,5,2,,,,,,,,39.939975,-86.2346816
Run Club at IU Indianapolis,1001 W New York St,Indianapolis,IN,46202,1 765-413-4534,,,,"[""3:30-4:30PM""]","[""6-7PM""]","[""3:30-4:30PM""]","[""6-7PM""]","[""3:30-4:30PM""]","[""Closed""]","[""Closed""]",39.7712143,-86.1778779
Iowa Athletic Club,200 E 9th St Suite 205,Coralville,IA,52241,1 319-499-1293,,4.2,249,"[""11AM-9PM""]","[""11AM-9PM""]","[""11AM-9PM""]","[""11AM-9PM""]","[""11AM-11PM""]","[""11AM-11PM""]","[""11AM-9PM""]",41.6814501,-91.5619274
Iowa Running Company,1000 3rd St SE #2,Cedar Rapids,IA,52401,1 319-364-0641,,4.9,100,"[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-4PM""]","[""11AM-3PM""]",41.9718057,-91.6594521
Cornbelt Running Club,313 E George Washington Blvd,Davenport,IA,52803,1 563-326-1942,,5,2,,,,,,,,41.5532012,-90.5700622
Francis X. Cretzmeyer Track,,Iowa City,IA,52246,,,4.5,18,,,,,,,,41.6669136,-91.5634136
The Runner’s Flat,120 Main St,Cedar Falls,IA,50613,1 319-277-1154,,4.8,126,"[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-8PM""]","[""10AM-6PM""]","[""10AM-5PM""]","[""Closed""]",42.5371826,-92.4452155
Central Iowa Railroad Club Inc,3218 E Walnut St,Des Moines,IA,50317,1 515-266-8899,,4.8,33,,,,,,,,41.5934643,-93.5529203
Waukee Running Club,,,,,,,,,"[""Closed""]","[""Closed""]","[""Closed""]","[""Closed""]","[""Closed""]","[""6-7:30AM""]","[""Closed""]",41.5888095,-93.8847975
Hot Feet Track Club,10001 W 136th St #1202,Overland Park,KS,66221,1 913-710-8301,,4.4,10,,,,,,,,38.8816646,-94.6977664
KC FIRE Track Club,7515 N Lewis Ave,Kansas City,MO,64158,1 816-721-3499,,4.2,6,"[""Closed""]","[""6:30-8PM""]","[""Closed""]","[""6:30-8PM""]","[""Closed""]","[""9-10:30AM""]","[""Closed""]",39.229638,-94.4751199
Kansas City Running Club,208 W 79th St,Kansas City,MO,64114,,,5,4,,,,,,,,38.9852041,-94.5925309
Novas Track and Field,8218 Noland Rd,Lenexa,KS,66215,,,5,7,"[""4-7PM""]","[""4-7PM""]","[""4-7PM""]","[""4-7PM""]","[""Closed""]","[""9AM-1AM""]","[""Closed""]",38.9790096,-94.7384628
Team Believe Track & Field,3221 Indiana Ave,Kansas City,MO,64128,1 816-728-0113,,5,1,,,,,,,,39.0667739,-94.5419521
Johnson County Comets Track and Field Club,15100 W 127th St,Olathe,KS,66062,1 913-709-9243,,,,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.899828,-94.7623431
Team wichita elite track club,451 N Creek Trail St,Kechi,KS,67067,1 316-297-1718,,,,,,,,,,,37.7975674,-97.2757301
Kansas City Athletic Club,845 Armstrong Ave,Kansas City,KS,66101,,,4.7,10,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.1143973,-94.6318294
Sports Car Club of America,6620 S E Dwight St,Topeka,KS,66619,1 800-770-2055,,4.8,13,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""Closed""]","[""Closed""]",38.9481837,-95.6852308
Team Wichita Track Club Inc,202 N Rock Rd Apt 514,Wichita,KS,67206,1 316-978-3364,,,,,,,,,,,37.688249,-97.24252
Athletic Track,N 1st St,Lincoln,KS,67455,,,,,,,,,,,,39.047692,-98.1416863
Wichita Jeeps Motorcycle Club,605 E 101st St N,Valley Center,KS,67147,1 316-755-0909,,4.8,125,,,,,,,,37.864531,-97.333387
UMKC women's track,5099 Cherry St,Kansas City,MO,64110,,,,,,,,,,,,39.0350368,-94.5803485
R.V. Christian Track,,Manhattan,KS,66502,,,5,4,,,,,,,,39.1982713,-96.594895
Irie Blitz Track Club,,,,,1 314-600-1710,,,,"[""10AM-8:30PM""]","[""10AM-8:30PM""]","[""10AM-8:30PM""]","[""10AM-8:30PM""]","[""10AM-8:30PM""]","[""10AM-3PM""]","[""Closed""]",38.4980909,-98.320078
Kansas City Running Club,208 W 79th St,Kansas City,MO,64114,,,5,4,,,,,,,,38.9852041,-94.5925309
Kentucky State University Track & Field Facility,101–199 Athletic Dr,Frankfort,KY,40601,1 502-597-6011,,3.2,5,,,,,,,,38.1922518,-84.8511242
Derby City Run Club,2120 Bardstown Rd,Louisville,KY,40205,,,,,"[""6:30-10:30PM""]","[""Closed""]","[""6:30-10:30PM""]","[""Closed""]","[""Closed""]","[""Closed""]","[""Closed""]",38.2246478,-85.6946252
Central Kentucky Girls on the Run,446 E High St UNIT 130,Lexington,KY,40507,1 513-549-2560,,5,1,,,,,,,,38.0383539,-84.4938951
Bolts Running Club,,,,,1 217-390-0225,,5,12,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.4046875,-85.4604495
Carmel Runners Club,4335 W 106th St UNIT 700,Carmel,IN,46032,,,5,2,,,,,,,,39.939975,-86.2346816
Kansas City Running Club,208 W 79th St,Kansas City,MO,64114,,,5,4,,,,,,,,38.9852041,-94.5925309
Tri-State Running Company,148 Barnwood Dr,Edgewood,KY,41017,1 859-341-9999,,4.9,196,"[""10AM-8PM""]","[""10AM-8PM""]","[""10AM-8PM""]","[""10AM-8PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""12-5PM""]",39.019143,-84.5755962
Boone County Jaguars Running Club,,,,,1 859-912-3130,,,,,,,,,,,38.9625126,-84.6852425
Middlesboro Running Club,,,,,1 606-449-1217,,,,,,,,,,,36.658123,-83.6926945
Fleet Feet Lexington,4084 Finn Wy Suite 140,Lexington,KY,40517,1 859-523-4099,,4.7,142,"[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-6PM""]","[""12-5PM""]",37.9759755,-84.5276235
Thomson Training,,,,,1 502-410-9850,,5,14,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",46.423669,-129.9427086
Lexington Athletic Club,3882 Mall Rd,Lexington,KY,40503,1 859-273-3163,,3.4,112,"[""5AM-11PM""]","[""5AM-11PM""]","[""5AM-11PM""]","[""5AM-11PM""]","[""5AM-9PM""]","[""7AM-7PM""]","[""8AM-8PM""]",37.9819172,-84.5317788
Let's go beyond running club,,,,,1 760-470-0036,,,,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.1887245,-85.6760015
US Express Track Club,10100 Goodwood Blvd,Baton Rouge,LA,70815,1 225-892-3489,,4.1,9,,,,,,,,30.4436187,-91.0756903
Louisiana Running + Walking Co.,4153 Canal St,New Orleans,LA,70119,1 504-304-4762,,4.9,207,"[""10AM-6:30PM""]","[""10AM-6:30PM""]","[""10AM-6:30PM""]","[""10AM-6:30PM""]","[""10AM-6:30PM""]","[""10AM-5PM""]","[""12-5PM""]",29.9756357,-90.1014922
Runaways Run Club,21 Alton St,Portland,ME,4103,1 207-210-1832,,,,"[""Closed""]","[""6-7AM""]","[""6-8PM""]","[""12-1PM""]","[""Closed""]","[""Closed""]","[""8:30-10:30AM""]",43.6831369,-70.2650389
Old Port Pub Run,250 Commercial St,Portland,ME,4101,1 207-613-5990,,5,,"[""Closed""]",,,,,,,43.6544002,-70.2543265
Bethesda Track Club,7100 Whittier Blvd,Bethesda,MD,20817,1 301-728-0995,,5,2,,,,,,,,38.981709,-77.125853
"Montgomery County Road Runners Club, Inc.",14672 Southlawn Ln Bay I,Rockville,MD,20850,,,4.7,16,"[""8AM-3:30PM""]","[""8AM-3:30PM""]","[""8AM-3:30PM""]","[""8AM-3:30PM""]","[""8AM-3:30PM""]","[""Closed""]","[""Closed""]",39.0968009,-77.139688
Prince George's Running Club,5240 Paint Branch Parkway,College Park,MD,20740,1 301-337-7472,,4.7,7,,,,,,,,38.9755448,-76.921673
EASTERN SHORE RUNNING CLUB,116 E Main St suite 403,Salisbury,MD,21801,1 443-244-1097,,,,,,,,,,,38.3653478,-75.5997804
Town Track Club,84 Washington St,Boston,MA,2129,1 857-222-5630,,,,,,,,,,,42.3739154,-71.0669248
Falmouth Running Club,661 Main St C,Falmouth,MA,2540,1 508-540-6959,,,,,,,,,,,41.5520765,-70.6051255
BURLINGTON RUN CLUB,156 Cambridge St Suite 7,Burlington,MA,1803,1 781-365-0084,,5,19,"[""6AM-7:30PM""]","[""5-7:30AM"",""5-7:30PM""]","[""6-7:30AM"",""5-7PM""]","[""5-7:30AM"",""5-6PM""]","[""6-7:30AM"",""9-10AM""]","[""7:30-11:30AM""]","[""7:30-11:30AM""]",42.5083354,-71.1954437
Boston Bulldogs Running Club,358 Chestnut Hill Ave,Brighton,MA,2135,,,3.3,3,,,,,,,,42.3367644,-71.1513291
Greater Lowell Road Runners,1934 Lakeview Ave #1,Dracut,MA,1826,,,4.4,7,,,,,,,,42.6826899,-71.3499414
Winner's Circle Running Club,211 Elm St,Salisbury,MA,1952,,,,,,,,,,,,42.8438956,-70.8973237
Georgetown Run Walk Club & Social Fitness,207 Pond St,Georgetown,MA,1833,1 978-352-0589,,,,"[""Closed""]","[""6:30-8PM""]","[""6:30-8PM""]","[""Closed""]","[""Closed""]","[""Closed""]","[""Closed""]",42.7423797,-70.9899492
Kier Byrnes Freedom Runners,565 Broadway,Somerville,MA,2145,,,5,4,"[""Closed""]","[""7-11PM""]","[""Closed""]","[""Closed""]","[""Closed""]","[""Closed""]","[""Closed""]",42.398478,-71.107474
Boston Road Runners,,,,,1 617-971-8885,,4.6,7,"[""Closed""]","[""6:30-7:30PM""]","[""Closed""]","[""Closed""]","[""Closed""]","[""8-10AM""]","[""Closed""]",46.423669,-129.9427086
EMPIRE ONE RUNNING CLUB,"ASHLEY RESEVOIR, 250 Whitney Ave",Holyoke,MA,1040,1 413-687-7892,,,,"[""10AM-4PM""]","[""Closed""]","[""10AM-4PM""]","[""10AM-8PM""]","[""Closed""]","[""Closed""]","[""Closed""]",42.1751614,-72.6515458
Boston Running Center,50 Terminal St #715B,Boston,MA,2129,1 617-487-5055,,5,10,"[""2-7:30PM""]","[""7:30AM-7:30PM""]","[""2-7:30PM""]","[""7:30AM-7:30PM""]","[""9AM-5PM""]","[""10AM-2PM""]","[""Closed""]",42.3825747,-71.0606368
Boston Athletic Association,699 Boylston St,Boston,MA,2116,1 617-236-1652,,3,8,"[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""Closed""]","[""Closed""]",42.349963,-71.0793312
Power Kids Run Club,,,,,1 617-921-9937,,5,11,,,,,,,,42.144957,-71.1200764
Appalachian Mountain Club,10 City Square,Boston,MA,2129,1 603-466-2727,,3.7,20,"[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""Closed""]","[""Closed""]",42.3723514,-71.0616236
LSRHS Track,SUDB-F11-0014,Sudbury,MA,1776,,,4.6,7,,,,,,,,42.4000095,-71.4020479
Weymouth Youth Track Club,1 Wildcat Way,Weymouth,MA,2190,,,,,,,,,,,,42.1821945,-70.9435344
Tracksmith Trackhouse,285 Newbury St,Boston,MA,2115,1 857-233-5031,,4.4,142,"[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""12-5PM""]",42.3492134,-71.0847679
Scores Running Club,82 Main St,Keene,NH,3431,,,,,,,,,,,,42.9321697,-72.2777584
Michigan Athletic Club,2900 Hannah Blvd,East Lansing,MI,48823,1 517-364-8888,,4.2,431,"[""5AM-10PM""]","[""5AM-10PM""]","[""5AM-10PM""]","[""5AM-10PM""]","[""5AM-8PM""]","[""7AM-8PM""]","[""7AM-8PM""]",42.7203722,-84.4573514
MSU Running Club,393 Chestnut Rd,East Lansing,MI,48824,,,5,11,,,,,,,,42.7288835,-84.4872082
PR Run Club,326 W Liberty St,Ann Arbor,MI,48103,1 303-815-4513,,5,6,"[""Closed""]","[""6:30-8PM""]","[""Closed""]","[""6-7PM""]","[""Closed""]","[""8-11:30AM""]","[""Closed""]",42.2794877,-83.752383
East Lansing Run Club,300 Valley Ct,East Lansing,MI,48823,,,5,3,"[""Closed""]","[""Closed""]","[""5:30-7PM""]","[""Closed""]","[""Closed""]","[""7:30-9AM""]","[""Closed""]",42.7372302,-84.4883964
No Surrender Running Club,1451 Lake Dr SE #6954,Grand Rapids,MI,49516,1 616-426-2864,,4.5,2,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",42.9568339,-85.6332672
Track Minnesota Elite,3333 N 4th St,Minneapolis,MN,55412,1 612-486-6730,,,,,,,,,,,45.0159921,-93.2854682
Mill City Running,411 E Hennepin Ave,Minneapolis,MN,55414,1 612-378-6001,,5,840,"[""11AM-7PM""]","[""11AM-7PM""]","[""11AM-7PM""]","[""11AM-7PM""]","[""11AM-6PM""]","[""10AM-5PM""]","[""11AM-5PM""]",44.988791,-93.254419
Girls on the Run Minnesota,355 Randolph Ave #200,St Paul,MN,55102,1 612-217-4472,,5,5,"[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""Closed""]","[""Closed""]",44.929274,-93.1147316
CLUB9 Running Club,2504 W 40th St,Minneapolis,MN,55410,,,,,,,,,,,,44.9306755,-93.3122204
RunMN,14240 Plymouth Ave,Burnsville,MN,55337,1 952-892-7386,,4.8,55,"[""10AM-8PM""]","[""10AM-8PM""]","[""10AM-8PM""]","[""10AM-8PM""]","[""10AM-6PM""]","[""10AM-5PM""]","[""11AM-4PM""]",44.7434553,-93.2726851
TC Running Company,868 Randolph Ave,St Paul,MN,55102,1 651-290-2747,,4.8,395,"[""10AM-8PM""]","[""10AM-8PM""]","[""10AM-8PM""]","[""10AM-8PM""]","[""10AM-6PM""]","[""10AM-5PM""]","[""11AM-5PM""]",44.9268014,-93.1368016
Wild River Running,224 Chestnut St E,Stillwater,MN,55082,1 651-342-2741,,5,56,"[""Closed""]","[""10AM-7PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-5PM""]","[""12-4PM""]",45.0557611,-92.8063787
Mile To Marathon Run Coaching,,,,,1 612-963-2609,,5,11,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",44.924759,-93.2626238
Blaine Moms on the Run,,,,,1 763-732-8101,,,,,,,,,,,45.1652229,-93.2046144
Plymouth Moms on the Run,,,,,1 651-560-6667,,,,,,,,,,,45.0222985,-93.4615354
Ole Miss Track and Field Complex,328 Hill Drive,University,MS,38677,1 662-915-7538,,5,2,,,,,,,,34.3591241,-89.5376058
Runstrong,1909 Spillway Rd,Brandon,MS,39047,,,5,3,,,,,,,,32.3817304,-90.0364596
St. Louis Track Club,222 S Meramec Ave Suite 202,St. Louis,MO,63105,,,,,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.6468866,-90.3398814
Bobcat Track and Field Complex,1 Bobcat Cir,Bozeman,MT,59717,1 406-994-4221,,5,21,,,,,,,,45.6579271,-111.0481723
Bozeman Run Club,,,,,,,5,21,"[""Closed""]","[""Closed""]","[""Closed""]","[""Closed""]","[""Closed""]","[""10AM-1PM""]","[""Closed""]",45.3348385,-111.2946064
Lincoln Youth Track Club,3100 N 92nd St,Lincoln,NE,68507,,,,,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.8438303,-96.5951224
Husker Run Club,University of Nebraska-Lincoln,Lincoln,NE,68588,,,,,"[""5-6:30AM""]","[""Closed""]","[""7:30-8:30PM""]","[""Closed""]","[""Closed""]","[""9-10:30AM""]","[""Closed""]",40.8180544,-96.6950865
Las Vegas Heat Youth Track Club,,,,,1 702-802-8443,,3.7,3,,,,,,,,36.2655174,-115.2343695
Nevada Storm Youth Track Club,7850 N Bradley Rd,Las Vegas,NV,89131,1 702-325-6846,,5,1,,,,,,,,36.3026503,-115.2147365
LVR - Desert Bloom Park Meeting Site,8405 S Maryland Pkwy,Las Vegas,NV,89123,,,,,,,,,,,,36.0369452,-115.1368549
Reno Running Company,13987 S Virginia St,Reno,NV,89511,1 775-853-8017,,4.8,320,"[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-7PM""]","[""10AM-6PM""]","[""10AM-5PM""]",39.4044797,-119.7501474
Red Rock Running Company,7379 S Rainbow Blvd Suite 165,Las Vegas,NV,89139,1 702-870-4786,,4.7,129,"[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""10AM-6PM""]","[""12-5PM""]",36.0541913,-115.2450716
Girls on the Run-Sierras,100 California Ave #210,Reno,NV,89501,1 775-298-0280,,3.7,3,"[""9AM-3PM""]","[""9AM-3PM""]","[""9AM-3PM""]","[""9AM-3PM""]","[""9AM-3PM""]","[""Closed""]","[""Closed""]",39.5199992,-119.8117821
Winnemucca Great Basin Running Club,,,,,1 775-304-9955,,,,,,,,,,,41.0192235,-118.217419
Scores Running Club,82 Main St,Keene,NH,3431,,,,,,,,,,,,42.9321697,-72.2777584
Club Motorsports,NH-25,Tamworth,NH,3886,1 603-986-9805,,4.9,,,,,,,,,43.8250465,-71.2474822
Hanover Track,Hovey Ln,Hanover,NH,3755,,,5,,,,,,,,,43.6980862,-72.2854977
Greater Lowell Road Runners,1934 Lakeview Ave #1,Dracut,MA,1826,,,4.4,,,,,,,,,42.6826899,-71.3499414
Millennium Running,138 Bedford Center Rd,Bedford,NH,3110,1 603-472-7867,,4.8,,"[""10AM-7PM""]",,,,,,,42.939845,-71.5235052
Kezar Lake Running Club,,,,,1 603-748-5841,,,,,,,,,,,43.422161,-71.8960485
Scores Running Club,82 Main St,Keene,NH,3431,,,,,,,,,,,,42.9321697,-72.2777584
Girls On the Run NH,117 Water St Unit 9,Exeter,NH,3833,1 603-778-1389,,5,,"[""10AM-4:30PM""]",,,,,,,42.9816345,-70.9469013
The New Hampshire Marathon,30 N Main St,Bristol,NH,3222,1 603-744-2713,,4.9,,,,,,,,,43.5920842,-71.7371345
Winner's Circle Running Club,211 Elm St,Salisbury,MA,1952,,,,,,,,,,,,42.8438956,-70.8973237
South Jersey Track and Field Club,,,,,,,4.8,16,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.8022165,-74.9376176
Monmouth University Track Club,"The OceanFirst Bank Center, 400 Cedar Ave",West Long Branch,NJ,7764,1 212-767-9143,,4.8,4,,,,,,,,40.2791393,-74.0078846
USA Track & Field New Jersey,150 River Rd,Montville,NJ,7045,1 973-334-8900,,4.8,5,,,,,,,,40.8914245,-74.3703952
Road Runners Club of Woodbury,Wood St,Woodbury,NJ,8096,1 609-970-5577,,4.5,6,"[""Closed""]","[""Closed""]","[""Closed""]","[""6-7:30PM""]","[""Closed""]","[""Closed""]","[""Closed""]",39.8413716,-75.1546293
