business_name,street_address,city,state,zip,phone,website,google_rating,review_count,hours_monday,hours_tuesday,hours_wednesday,hours_thursday,hours_friday,hours_saturday,hours_sunday,latitude,longitude
Somerville Road Runners,,Somerville,MA,02143,,https://srr.org,,,,,,,,,,,
Suburban Striders Running Club,,Boston,MA,02116,,,,,,,,,,,,,
Team Envision,,Weston,MA,01748,,,,,,,,,,,,,
The Shamrock Running Club,,Woburn,MA,01801,,,,,,,,,,,,,
WCES Running Club,,Warren,MA,01083,,,,,,,,,,,,,
Wheelworks Multisport,,Cambridge,MA,02140,,,,,,,,,,,,,
Winners Circle Running Club,,Salisbury,MA,01952,,,,,,,,,,,,,
100 Miles In A Month,,Grand Blanc,MI,48439,,,,,,,,,,,,,
Amelia Earhart Flyers,,Detroit,MI,48209,,,,,,,,,,,,,
Ann Arbor Running Company,,Ann Arbor,MI,48103,,http://www.annarborrunningcompany.com,,,,,,,,,,,
Ann Arbor Track Club,,Ann Arbor,MI,48107,,http://aatrackclub.org,,,,,,,,,,,
Baddies,,Canton,MI,48187,,,,,,,,,,,,,
Beginning Running Program Spring 2020,,Marquette,MI,49855,,,,,,,,,,,,,
Cavanaugh Kids Run the Nation,,Lansing,MI,48910,,,,,,,,,,,,,
Cereal City Athletics,,Battle Creek,MI,49015,,,,,,,,,,,,,
Elite Feet Running Club,,Brighton,MI,48116,,http://www.elitefeetsports.com,,,,,,,,,,,
Fit2Run Coaching,,Milford,MI,48381,,,,,,,,,,,,,
Freeland Saginaw Area Runners Club,,Freeland,MI,48623,,,,,,,,,,,,,
Friends of the Lansing Regional Trails,,Lansing,MI,48912,,,,,,,,,,,,,
Great Lakes Track &amp; Field,,Lansing,MI,48915,,http://www.gltrackandfield.wordpress.com,,,,,,,,,,,
Greater Flint Athletic Club,,Fenton,MI,48430,,,,,,,,,,,,,
Hartland Running Club,,Brighton,MI,48114,,https://orecreek.hartlandschools.us/Athletics/Cross-Country/,,,,,,,,,,,
Holland Running Club,,Holland,MI,49422,,,,,,,,,,,,,
Howell Run Club,,Howell,MI,48843,,,,,,,,,,,,,
Jazz Running Coaching &amp; Consultations,,Shelby,MI,49455,,,,,,,,,,,,,
Kalamazoo Area Runners,,Portage,MI,49081,,,,,,,,,,,,,
Kayser Pole Vaulters,,Ypsilanti,MI,48198,,,,,,,,,,,,,
Landon Athletics,,Nashville,MI,49073,,http://Landonathletics.com,,,,,,,,,,,
M7 What Nots,,Charlotte,MI,49660,,,,,,,,,,,,,
Maple Valley Track Club,,Vermontville,MI,49096,,http://mvs.k12.mi.us,,,,,,,,,,,
Michigan Canoe Racing Association,,Traverse City,MI,49696,,,,,,,,,,,,,
MiTri,,Traverse City,MI,49685,,,,,,,,,,,,,
Park Township Run Club,,Holland,MI,49424,,,,,,,,,,,,,
Perrin Brewing Company Run Club,,Comstock Park,MI,49321,,,,,,,,,,,,,
Plainwell Community Schools Student,,Plainwell,MI,49080,,,,,,,,,,,,,
Playmakers Racing,,Okemos,MI,48864,,,,,,,,,,,,,
PR Run Club,,Ann Arbor,MI,48103,,http://www.prfitnessa2.com/,,,,,,,,,,,
PR Run Club,,Ann Arbor,MI,48103,,,,,,,,,,,,,
QCRC Kids Summer Running Camp,,Marquette,MI,49855,,https://shopqcrc.com/,,,,,,,,,,,
Queen City Running Club,,Marquette,MI,49855,,,,,,,,,,,,,
Riverbend Striders,,Flushing,MI,48433,,,,,,,,,,,,,
Rosebud Running Club,,Ann Arbor,MI,48104,,https://rosebudrunningclub.my.canva.site/home,,,,,,,,,,,
Run Ann Arbor,,Ann Arbor,MI,48104,,http://run-annarbor.com,,,,,,,,,,,
Run Muskegon,,Muskegon,MI,49440,,,,,,,,,,,,,
RunGR,,Grand Rapids,MI,49516,,,,,,,,,,,,,
Sunset Coast Striders/Tri-Avengers,,St. Joseph,MI,49085,,,,,,,,,,,,,
SWMI RACERS,,ST. JOSEPH,MI,49085,,,,,,,,,,,,,
TCTC Training Program,,Traverse City,MI,49685,,,,,,,,,,,,,
Team NordicSkiRacer,,Brighton,MI,48116,,,,,,,,,,,,,
Team Playmakers,,Okemos,MI,48864,,,,,,,,,,,,,
Team Playmakers - Triathlon,,Okemos,MI,48864,,,,,,,,,,,,,
Team Playmakers Any Distance Any Pace,,Okemos,MI,48864,,https://www.playmakers.com/races/playmakers-races/,,,,,,,,,,,
Team Playmakers Men&#039;s Training Team,,Okemos,MI,48864,,https://www.playmakers.com/races/playmakers-races/,,,,,,,,,,,
Team Velo City Cycles,,Holland,MI,49423,,,,,,,,,,,,,
Test club,,Saline,MI,48176,,http://www.yahoo.com,,,,,,,,,,,
The Hallowed Half Club,,Leslie,MI,49251,,http://www.hallowedhalf.com,,,,,,,,,,,
Traverse City Track Club,,Traverse City,MI,49686,,,,,,,,,,,,,
Trick or Trot 5K Training,,Marquette,MI,49855,,,,,,,,,,,,,
Uplift Run Club,,Sylvan Lake,MI,48116,,,,,,,,,,,,,
Upper Peninsula Road Runners Club,,Marquette,MI,49855,,,,,,,,,,,,,
Vasa Ski Club,,Traverse City,MI,49684,,,,,,,,,,,,,
Wilkinson Run Club,,Madison Heights,MI,48071,,,,,,,,,,,,,
Winter Speed Training,,Marquette,MI,49855,,,,,,,,,,,,,
Women&#039;s Beginning Trail Running May 2020,,Marquette,MI,49855,,,,,,,,,,,,,
Women&#039;s Team Playmakers,,Okemos,MI,48864,,https://www.playmakers.com/races/playmakers-races/,,,,,,,,,,,
Club Run,,Minneapolis,MN,55412,,http://www.clubrun.org,,,,,,,,,,,
Congdon Park Running Program,,Duluth,MN,55812,,http://www.rrca.org/programs/kids-run-the-nation-program/,,,,,,,,,,,
Dream Big Inc.,,warroad,MN,56763,,http://www.tryitupnorth.com,,,,,,,,,,,
Duluth Cross-Country Ski Club,,Duluth,MN,55811,,,,,,,,,,,,,
HealthyStrongME Runners,,Blaine,MN,55014,,,,,,,,,,,,,
Kids Move the World,,Bemidji,MN,56619,,http://kidsmovetheworld.weebly.com,,,,,,,,,,,
MN Trail Run Collective,,Isanti,MN,55040,,https://mntrailruncollective.com/,,,,,,,,,,,
Ski for Life,,Mora,MN,55051,,,,,,,,,,,,,
Snowflake Nordic Ski Center,,Duluth,MN,55811,,,,,,,,,,,,,
Storm Sporting Events Memberships,,Minnesota City,MN,55959,,,,,,,,,,,,,
YMCA in Woodbury Kids Run Club,,Woodbury,MN,55125,,http://woodburyymca.org,,,,,,,,,,,
Gulf Coast Running Club,,Gulfport,MS,39505,,,,,,,,,,,,,
Pine Belt Pacers,,Hattiesburg,MS,39404,,,,,,,,,,,,,
Run Oxford,,Oxford,MS,38655,,,,,,,,,,,,,
Tupelo Cycling and Multisport Club,,Tupelo,MS,38804,,,,,,,,,,,,,
Tupelo Running Club,,Tupelo,MS,38802,,,,,,,,,,,,,
#prayersonthepavement Road Runners Club of America,,Jefferson City,MO,65109,,,,,,,,,,,,,
2025 KCRC Team,,Kansas City,MO,64145,,,,,,,,,,,,,
Big River Racing,,St. Louis,MO,63130,,,,,,,,,,,,,
Bodies Race Company,,Greenwood,MO,64034,,,,,,,,,,,,,
Columbia Multisport Club,,Columbia,MO,65205,,,,,,,,,,,,,
Columbia Track Club,,Columbia,MO,65205,,,,,,,,,,,,,
Fierce Factor Fitness,,Saint Louis,MO,63126,,https://juliagrunloh.wixsite.com/fiercefactorfitness,,,,,,,,,,,
GO! STL Community Collective,,Saint Louis,MO,63110,,,,,,,,,,,,,
High School Winter Training,,Kansas City,MO,64114,,,,,,,,,,,,,
Kansas City Running Club,,Kansas City,MO,64114,,http://www.staterunningrecords.com/asp/records.asp?state=MO,,,,,,,,,,,
KC ENDURANCE,,Kansas City,MO,64114,,,,,,,,,,,,,
KC Endurance Beginner Run Club,,Kansas City,MO,64114,,http://www.kcendurance.com,,,,,,,,,,,
KC Endurance High School Winter Training,,Kansas City,MO,64114,,http://www.kcendurance.com,,,,,,,,,,,
KC Latino Roadrunners,,Kansas City,MO,64131,,,,,,,,,,,,,
KC SMART Runners,,Liberty,MO,64068,,,,,,,,,,,,,
KC Track Club,,Kansas City,MO,64114,,,,,,,,,,,,,
KCE Fox Trotters Run Club,,Kansas City,MO,64114,,,,,,,,,,,,,
KCRC Team Challenge 2020,,Kansas City,MO,64145,,,,,,,,,,,,,
KCRC Team Challenge 2021,,Kansas City,MO,64145,,,,,,,,,,,,,
KCRC Team Challenge 2022,,Kansas City,MO,64145,,,,,,,,,,,,,
KCRC Team Challenge 2023,,Kansas City,MO,64145,,,,,,,,,,,,,
KCRC Team Challenge 2024,,Kansas City,MO,64145,,,,,,,,,,,,,
KCTC,,Kansas City,MO,64114,,,,,,,,,,,,,
Marine Ultra Coaching,,Smithville,MO,64089,,http://www.marineultrarunners.com,,,,,,,,,,,
MSE Racing Kids Triathlon Club,,St. Louis,MO,63301,,,,,,,,,,,,,
Ozarks Multisport Club,,Ozark,MO,65721,,http://www.go-omc.com/,,,,,,,,,,,
Race For Smiles,,Florissant,MO,63033,,,,,,,,,,,,,
Racing for Sustainability,,Saint Louis,MO,63122,,,,,,,,,,,,,
Rufus Racing Team 2020,,JOPLIN,MO,64802,,http://www.rufusracing.com,,,,,,,,,,,
Saturday Morning Giggles,,Kansas City,MO,64114,,http://www.kcendurance.com,,,,,,,,,,,
Sedalia Runners&#039; Club,,Sedalia,MO,65301,,,,,,,,,,,,,
Sedalia Runners&#039; Club,,Sedalia,MO,65301,,,,,,,,,,,,,
Seliga Run Club,,Saint Louis,MO,63144,,,,,,,,,,,,,
SPRING/SUMMER Team Training,,Kansas City,MO,64114,,,,,,,,,,,,,
St. Louis Blazers Track Club,,Saint Louis,MO,63122,,,,,,,,,,,,,
St. Louis Track Club,,St. Louis,MO,63105,,,,,,,,,,,,,
St. Louis Ultrarunners Group (SLUGs),,St. Louis,MO,63103,,,,,,,,,,,,,
Team No Mo Chemo,,St. Louis,MO,63123,,,,,,,,,,,,,
Trailnet,,Saint Louis,MO,63101,,,,,,,,,,,,,
TreadSTRONG,,Kansas City,MO,64114,,http://www.kcendurance.com,,,,,,,,,,,
TRUE Fitness,,O&#039;Fallon,MO,63367,,https://truefitness.com/,,,,,,,,,,,
Winter Park Women&#039;s Running Retreat 2019 (Bedroom 1),,Kansas City,MO,64114,,http://www.kcendurance.com/womnensrunningretreat/,,,,,,,,,,,
Winter Park Women&#039;s Running Retreat 2019 (Bedroom 2),,Kansas City,MO,64114,,http://www.kcendurance.com/womnensrunningretreat/,,,,,,,,,,,
Winter Park Women&#039;s Running Retreat 2019 (Bedroom 3),,Kansas City,MO,64114,,http://www.kcendurance.com/womnensrunningretreat/,,,,,,,,,,,
Winter Park Women&#039;s Running Retreat 2019 (Bedroom 4),,Kansas City,MO,64114,,http://www.kcendurance.com/womnensrunningretreat/,,,,,,,,,,,
Winter Rebuild: 8-Week Base Camp,,Kansas City,MO,64114,,,,,,,,,,,,,
Big Sky Wind Drinkers,,Bozeman,MT,59725,,,,,,,,,,,,,
Go Run Missoula Ambassador Team,,Missoula,MT,59803,,,,,,,,,,,,,
Missoula Nordic Ski Club,,Missoula,MT,59807,,,,,,,,,,,,,
MT ALPHA CYCLING,,Missoula,MT,59807,,,,,,,,,,,,,
Quality of Life,,Billings,MT,59102,,,,,,,,,,,,,
Run Wild Missoula,,Missoula,MT,59802,,https://www.runwildmissoula.org/membership/member-benefits/,,,,,,,,,,,
The Bitterroot Mushers,,Missoula,MT,59802,,,,,,,,,,,,,
The Bozeman Racing Project,,Bozeman,MT,59715,,http://www.bozemanracingproject.com,,,,,,,,,,,
Yellowstone Rapids Track club,,Billings,MT,59106,,https://www.usatf.org/home/top-utility-nav-content/membership/individual-youth-membership,,,,,,,,,,,
Yellowstone Rim Runners,,Billings,MT,59103,,,,,,,,,,,,,
"Lincoln, NE - Kids Run the Nation",,Lincoln,NE,68526,,https://spectrumruncoaching.com/,,,,,,,,,,,
Pink Gorilla Elite Program,,Lincoln,NE,68502,,,,,,,,,,,,,
Pink Gorilla Run Club,,Lincoln,NE,68502,,,,,,,,,,,,,
Your Local Museum,,Omaha,NE,68104,,,,,,,,,,,,,
Mesquitos on the Run,,Mesquite,NV,89034,,,,,,,,,,,,,
Reno Running and Fitness,,Sparks,NV,89434,,http://www.renorunningandfitness.com,,,,,,,,,,,
Rise &amp; Run- Henderson Women&#039;s Run Club,,Henderson,NV,89012,,,,,,,,,,,,,
Rise Running Team + Training,,Henderson,NV,89012,,,,,,,,,,,,,
RRC Coaching,,Reno,NV,89511,,,,,,,,,,,,,
Thirsty Road Runners,,Las Vegas,NV,89138,,,,,,,,,,,,,
USA Fit Reno,,Reno,NV,89509,,http://www.usafitreno.com,,,,,,,,,,,
Exeter Run Club,,Stratham,NH,03885,,,,,,,,,,,,,
Gate City Striders,,Nashua,NH,03061,,,,,,,,,,,,,
Greater Derry Track Club,,Derry,NH,03038,,,,,,,,,,,,,
Greater Manchester Running Club,,Manchester,NH,03104,,http://www.gmrcnh.org,,,,,,,,,,,
Harrier and Hounds Coaching,,Dover,NH,03820,,http://www.harrierandhoundscoaching.com,,,,,,,,,,,
New Hampshire Run Walk Training &quot;T&quot;eam,,Salem,NH,03079,,,,,,,,,,,,,
Plymouth Elementary Kids Run the Nation Running Club,,Plymouth,NH,03264,,,,,,,,,,,,,
Run Walk Brew,,Manchester,NH,03104,,,,,,,,,,,,,
2014 Run The Bridge Workout Series,,Moorestown,NJ,08057,,http://www.teamtindall.com,,,,,,,,,,,
2015 Adrenaline 5k Training Program,,Moorestown,NJ,08057,,http://www.runningco.com,,,,,,,,,,,
2015 Philly Love Run 13.1 Training Program,,Moorestown,NJ,08057,,http://www.runningco.com,,,,,,,,,,,
4Angels,,robbinsville,NJ,08691,,,,,,,,,,,,,
Achilles New Jersey,,ENGLEWOOD,NJ,08057,,,,,,,,,,,,,
Amazing Feet Running Club,,Morristown,NJ,07960,,,,,,,,,,,,,
ARQ RC,,Mount Tabor,NJ,07878,,http://www.njtrailseries.com,,,,,,,,,,,
Audubon Apes Track Club,,Audubon,NJ,08106,,,,,,,,,,,,,
Bella N Motion,,Mantoloking,NJ,08738,,,,,,,,,,,,,
Bergen Runners,,River Edge,NJ,07661,,,,,,,,,,,,,
Central Jersey Road Runners Club,,Cranford,NJ,07016,,,,,,,,,,,,,
CENTRAL JERSEY ROAD RUNNERS CLUB,,Cranford,NJ,07016,,,,,,,,,,,,,
Clifton RoadRunners,,Glen Ridge,NJ,07028,,,,,,,,,,,,,
Clifton RoadRunners,,Glen Ridge,NJ,07028,,,,,,,,,,,,,
Cranford Youth Track &amp; Field,,Cranford,NJ,07016,,,,,,,,,,,,,
Cycling Club,,Moorestown,NJ,08057,,,,,,,,,,,,,
De Novo Harriers,,Ridgewood,NJ,07450,,,,,,,,,,,,,
Dia-Beat-It Runners,,Hoboken,NJ,07030,,http://www.diabeatitrunners.org,,,,,,,,,,,
Domain Test,,Blackwood,NJ,08012,,,,,,,,,,,,,
Dominican Runners,,West New York,NJ,07093,,,,,,,,,,,,,
Essex Running Club,,Verona,NJ,07044,,,,,,,,,,,,,
Field Hockey Lacross fitness,,Moorestown,NJ,08057,,,,,,,,,,,,,
First Membership Organization,,Moorestown,NJ,08057,,,,,,,,,,,,,
Freehold Area Running Club,,Point Pleasant Boro,NJ,08742,,,,,,,,,,,,,
Friends of the Johnson Public Library Inc.,,Hackensack,NJ,07601,,,,,,,,,,,,,
Gloucester County Running Club,,Mt Royal,NJ,08061,,http://www.rungcrc.com,,,,,,,,,,,
Hill Runners of Hunterdon,,Hampton,NJ,08827,,,,,,,,,,,,,
Hope We Finish,,Long Branch,NJ,07740,,,,,,,,,,,,,
Hospitality Run Club,,Jersey City,NJ,07304,,,,,,,,,,,,,
Inspire Nation,,Northfield,NJ,08225,,,,,,,,,,,,,
Jersey Shore Running Club,,Shrewsbury,NJ,07702,,http://www.jsrc.org,,,,,,,,,,,
"Jersey Women Strong, LLC",,Ridgewood,NJ,07450,,,,,,,,,,,,,
Jonathan&#039;s Club,,Moorestown,NJ,08057,,,,,,,,,,,,,
Kevin Lai Test,,Moorestown,NJ,08057,,,,,,,,,,,,,
Live Run Give: Run With Us Club,,Lake Hopatcong,NJ,07849,,,,,,,,,,,,,
MEAN GUY running &amp; GDFAR Challenges,,Anywhere,NJ,08085,,,,,,,,,,,,,
Medford Milers,,Medford Lakes,NJ,08055,,http://www.medfordnjmilers.com/projects/,,,,,,,,,,,
MoCo RUN CLUB,,Freehold,NJ,07728,,,,,,,,,,,,,
MXC,,Moorestown,NJ,08057,,http://RunSignUp.com/MXC,,,,,,,,,,,
New Jersey Maniacs,,Sayreville,NJ,08854,,,,,,,,,,,,,
New Jersey Pacers Run Club,,Glen Rock,NJ,07452,,,,,,,,,,,,,
New Jersey Run Club,,Rochelle Park,NJ,07662,,https://www.strava.com/clubs/1760754,,,,,,,,,,,
New Milford Ed Foundation Road Runners Club,,New Milford,NJ,07646,,,,,,,,,,,,,
North Jersey Masters,,Ridgewood,NJ,07451,,http://njmasters.com,,,,,,,,,,,
Ocean Running Club,,Bayville,NJ,08721,,,,,,,,,,,,,
Palisades Running Club,,Demarest,NJ,07627,,,,,,,,,,,,,
Pineland Striders,,South Jersey,NJ,08053,,,,,,,,,,,,,
Princeton Athletic Club,,Princeton,NJ,08542,,,,,,,,,,,,,
Princeton Half Training,,BRIDGEWATER,NJ,08807,,,,,,,,,,,,,
Purpose Runners Foundation,,newark,NJ,07105,,http://www.purposerunners.org,,,,,,,,,,,
Purpose Runners Foundation,,Newark,NJ,07105,,http://www.purposerunners.org,,,,,,,,,,,
Raritan Valley Road Runners,,Highland Park,NJ,08904,,,,,,,,,,,,,
Rich Test Member Org,,Moorestown,NJ,08057,,,,,,,,,,,,,
River Rats Athletics,,Phillipsburg,NJ,08865,,,,,,,,,,,,,
Road Runners Club of Woodbury,,West Deptford,NJ,08086,,https://www.rrcwoodbury.com,,,,,,,,,,,
Rose City Runners,,Madison,NJ,07940,,,,,,,,,,,,,
Running 101: 2013 Haddonfield Adrenaline 5k,,Moorestown,NJ,07006,,,,,,,,,,,,,
RunningCo. Fall 2013 Running 101,,Haddonfield,NJ,08033,,,,,,,,,,,,,
RunningCo. Ladies Distance Training: Perfect 10 Miler/Philadelphia Half Marathon,,Moorestown,NJ,08057,,http://www.runningco.com,,,,,,,,,,,
RunningCo. Philly Rock &#039;n Roll Half training program 2014,,Moorestown,NJ,08057,,http://www.runningco.com,,,,,,,,,,,
RunningCo. Running 101 for 5k Summer 2014,,Moorestown,NJ,08057,,http://www.runningco.com,,,,,,,,,,,
RunSignUp.com,,Moorestown,NJ,08057,,,,,,,,,,,,,
Sassquad Trail Runners,,West Orange,NJ,07422,,,,,,,,,,,,,
Shore Athletic Club,,Belford,NJ,07670,,https://www.gone-running.com/,,,,,,,,,,,
SOMA Fox Running Club,,East Hanover,NJ,07936,,,,,,,,,,,,,
South Jersey Athletic Club,,Haddonfield,NJ,08033,,,,,,,,,,,,,
Southern Ocean Ladies Running Club,,Barnegat,NJ,08005,,,,,,,,,,,,,
Test Club,,Moorestown,NJ,08057,,,,,,,,,,,,,
The Club About Nothing,,Anywhere in the U.S.,NJ,08057,,,,,,,,,,,,,
The Energetic Way,,Maplewood,NJ,07040,,https://www.cultivatehealthcoaching.com/,,,,,,,,,,,
The Energetic Way,,Maplewood,NJ,07040,,https://www.cultivatehealthcoaching.com/,,,,,,,,,,,
The Philly Love Run Training Program 2014,,Moorestown,NJ,08057,,http://www.runningco.com,,,,,,,,,,,
Thriving Joy Track Club,,West Deptford,NJ,08096,,,,,,,,,,,,,
To Be Determined,,Moorestown,NJ,08057,,,,,,,,,,,,,
Uptown Gentlefriends,,Trenton,NJ,08620,,,,,,,,,,,,,
Vineland Police Athletic League,,Vineland,NJ,08360,,,,,,,,,,,,,
Wemrock Brook Schhol,,manalapan,NJ,07726,,,,,,,,,,,,,
Women Only: Philadelphia Rock &#039;n Roll Half Marathon Training at Moorestown Running Company,,Moorestown,NJ,08057,,,,,,,,,,,,,
Coyote Runners,,Alamogordo,NM,88310,,,,,,,,,,,,,
Las Cruces Running Club,,Las Cruces,NM,88005,,,,,,,,,,,,,
One World Athletics,,Albuquerque,NM,87106,,,,,,,,,,,,,
Pecos Running Club,,Artesia,NM,88210,,https://pecos-running-club.square.site,,,,,,,,,,,
Santa Fe Men&#039;s Camerata,,Santa Fe,NM,87508,,,,,,,,,,,,,
Santa Fe Striders,,Santa Fe,NM,87504,,https://santafestriders.org,,,,,,,,,,,
2016 Syrathon,,East Syracuse,NY,13057,,http://www.fleetfeetsyracuse.com/events/syrathon-race-series,,,,,,,,,,,
2017 Syrathon,,East Syracuse,NY,13057,,http://www.fleetfeetsyracuse.com/events/syrathon-race-series,,,,,,,,,,,
Adirondack Multi-Sport Club,,Glens Falls,NY,12801,,,,,,,,,,,,,
Albany Running Club,,Albany,NY,12203,,,,,,,,,,,,,
AVs KASALY,,New York,NY,10001,,,,,,,,,,,,,
Beacon Endurance Inc.,,Beacon,NY,12508,,,,,,,,,,,,,
Brooklyn Tech Runners,,Brooklyn,NY,11231,,,,,,,,,,,,,
Brooks Fleet Feet Racing Team - 2015,,Rochester,NY,14620,,http://www.fleetfeetrochester.com,,,,,,,,,,,
Broome County Triathlon Club (BCTC),,Johnson City,NY,13790,,,,,,,,,,,,,
Buffalo Triathlon Club,,East Amherst,NY,14051,,,,,,,,,,,,,
CNY Paddle Club,,Syracuse,NY,13031,,,,,,,,,,,,,
CNY Triathlon Club,,Dewitt,NY,13214,,,,,,,,,,,,,
"Creative Living Runners Club, LLC",,New YorK,NY,10034,,,,,,,,,,,,,
CSIS Running Team,,Mt Sinai,NY,11766,,,,,,,,,,,,,
E.C. Myer running club,,Hurley,NY,12443,,,,,,,,,,,,,
Eastern Dutchess Road Runners Club,,Pleasant Valley,NY,12569,,,,,,,,,,,,,
Electric City Runners,,Schenectady,NY,12309,,http://www.electriccityrunners.org,,,,,,,,,,,
FINGER LAKES HEALTH RUNNING CLUB,,Geneva,NY,14456,,https://www.flhealth.org/,,,,,,,,,,,
Finger Lakes Runners Club,,Ithaca,NY,14852,,,,,,,,,,,,,
Finger Lakes Triathlon Club,,Geneva,NY,14456,,,,,,,,,,,,,
FitHer Club,,Clifton Park,NY,12065,,,,,,,,,,,,,
Fleet Feet Dirt Club,,Victor,NY,14564,,,,,,,,,,,,,
Fleet Feet Race Team - WNY,,Rochester,NY,14620,,,,,,,,,,,,,
FLX Paddle Club,,Camillus,NY,13031,,,,,,,,,,,,,
Genesee Valley Harriers,,Farmington,NY,14425,,,,,,,,,,,,,
Greater Buffalo Track Club,,Buffalo,NY,14225,,https://www.strava.com/clubs/GreaterBuffaloTrackClub,,,,,,,,,,,
Greater Long Island Running Club,,Plainview,NY,11803,,,,,,,,,,,,,
Greater Rochester Running Club,,Rochester,NY,14618,,,,,,,,,,,,,
Grim Reaper Fitness - Northeast,,Webster,NY,14580,,,,,,,,,,,,,
Holy Cross Runners,,Dewitt,NY,13224,,http://www.RRCA.org/programs/kids-run-the-nation-program/,,,,,,,,,,,
Hoptron Running Club,,Patchogue,NY,11772,,,,,,,,,,,,,
Hudson Valley Triathlon Club,,Mt. Tremper,NY,12457,,http://www.coachmarkwilson.com/races-and-events/,,,,,,,,,,,
iadams eddds,,Secaucus,NY,10025,,,,,,,,,,,,,
Inside Out Run Club,,Baldwin,NY,11510,,https://www.storessimple.com/prideembroidery/groupproducts.php?prodgroup_id=38094&amp;prodgroupbypass=true,,,,,,,,,,,
Ionraic Triathlon Club,,Buffalo,NY,14221,,,,,,,,,,,,,
"Island Running, Inc / Peconic Trails",,Calverton,NY,11933,,http://www.lirunning.com,,,,,,,,,,,
Karen B Murray,,Mamaroneck,NY,10543,,,,,,,,,,,,,
KC.Run.Coach,,Williamsville,NY,14221,,,,,,,,,,,,,
Kensington Road Runners,,Glens Falls,NY,12801,,,,,,,,,,,,,
Landshark Endurance,,Long Beach,NY,11561,,,,,,,,,,,,,
Lifetime Runnin&#039; of the Green Members,,Rochester,NY,14620,,,,,,,,,,,,,
LuminosityRunning,,Middle Village,NY,11379,,http://www.luminosityrunning.com,,,,,,,,,,,
Medved Endurance Project,,Pittsford,NY,14618,,,,,,,,,,,,,
Melt the Frost Strength and Mobility Series,,Rochester,NY,14607,,,,,,,,,,,,,
Mid-Hudson Road Runner’s Club,,Lagrangeville,NY,12540,,,,,,,,,,,,,
Miles &amp; Brews Run Club presented by Sloop Brewing Company &amp; Fleet Feet Poughkeepsie,,Hopewell Junction,NY,12533,,,,,,,,,,,,,
Mohawk Valley Hill Striders,,Yorkville,NY,13495,,,,,,,,,,,,,
Nassau Police Running Club,,Mineola,NY,11530,,http://www.nprunclub.org,,,,,,,,,,,
New York City Marathon,,Ridgewood,NY,11385,,,,,,,,,,,,,
New York Paddlesports Racing Association,,Memphis,NY,13112,,,,,,,,,,,,,
New York State Section of the American Association of Physics Teachers,,Syracuse,NY,13244,,,,,,,,,,,,,
NewRo Runners,,White Plains,NY,10605,,,,,,,,,,,,,
North Fork Running Club,,Cutchogue,NY,11935,,http://www.northforkrunning.com,,,,,,,,,,,
Northport Running Club,,Northport,NY,11768,,,,,,,,,,,,,
Obatron Race Team,,Rochester,NY,14612,,,,,,,,,,,,,
Orange Runners Club,,Middletown,NY,10940,,,,,,,,,,,,,
Orange Runners Club Grand Prix,,Middletown,NY,10940,,,,,,,,,,,,,
Orangetown Women Run,,Orangeburg,NY,10962,,,,,,,,,,,,,
"Oz Running Club, Inc.",,Oswego,NY,13126,,http://ozrunningclub.org,,,,,,,,,,,
PACE PROJECT,,Rochester,NY,14620,,,,,,,,,,,,,
PACE Runs Member,,New York,NY,10001,,http://paceruns.com,,,,,,,,,,,
Perry Williams Talent Enhancement,,Greenvale,NY,11548,,https://www.linkedin.com/company/perry-williams-leadership-conference,,,,,,,,,,,
Plant Based Performance Runners,,Rochester,NY,14618,,,,,,,,,,,,,
Project BOOST,,Bronx,NY,10451,,,,,,,,,,,,,
Project BOOST,,Bronx,NY,10451,,,,,,,,,,,,,
Rebecca Copp Running &amp; Wellness,,Corning,NY,14830,,,,,,,,,,,,,
Rebellion Running,,Painted Post,NY,14870,,,,,,,,,,,,,
Rivertown Runners,,Sleepy Hollow,NY,10591,,,,,,,,,,,,,
Roadkill Racing,,Williamson,NY,14589,,,,,,,,,,,,,
Rochester Area Triathletes,,Rochester,NY,14610,,https://qteamstore.com/collections/rats-2022?ls=bvvxuCOURYq_sJ00BaxYTQ,,,,,,,,,,,
Rochester Running Company Ambassadors,,Rochester,NY,14620,,,,,,,,,,,,,
Rockland Road Runners,,Congers,NY,10920,,,,,,,,,,,,,
RollAround Skate Club,,Harpursville,NY,13787,,,,,,,,,,,,,
Roman Runners,,Rome,NY,13440,,,,,,,,,,,,,
Roundabout Runners Club,,Malta,NY,12020,,http://www.malta5k.com,,,,,,,,,,,
RRC Under 30 Run Club,,Rochester,NY,14620,,,,,,,,,,,,,
Run Oceanside,,Oceanside,NY,11572,,,,,,,,,,,,,
RUN PB,,Peekskill,NY,10566,,,,,,,,,,,,,
RUN ROCKAWAY BEACH,,Rockaway Park,NY,11694,,,,,,,,,,,,,
Run Talk ROC &amp; Walk Talk ROC,,Spencerport,NY,14559,,,,,,,,,,,,,
Run With Mike,,Staten Island,NY,10312,,http://www.irunwithmike.com,,,,,,,,,,,
"Run2LIVE, Inc.",,New York,NY,10003,,http://runtwolive.org,,,,,,,,,,,
Runner&#039;s Edge VIP Family,,Farmingdale,NY,11735,,,,,,,,,,,,,
Saratoga Stryders,,Saratoga Springs,NY,12866,,https://forms.gle/z5tjU9N4txtstGqQ6,,,,,,,,,,,
